fid;DN;Longitud;Latitud
29685;12;-4.03;40.59
29686;12;-3.96;40.60
29687;9;-3.94;40.59
29688;12;-3.88;40.60
29689;12;-3.78;40.60
29690;10;-3.70;40.59
29692;5;-3.54;40.59
29694;18;-3.32;40.59
29695;18;-3.28;40.59
29696;3;-3.16;40.59
29697;7;-3.15;40.59
29698;4;-2.76;40.59
29699;8;-2.71;40.59
29700;4;-2.70;40.59
29701;4;-2.47;40.59
29703;2;-2.38;40.59
29704;9;-2.37;40.59
29705;4;-2.32;40.59
29706;4;-2.13;40.59
29707;6;-2.04;40.59
29708;3;-1.96;40.59
29712;9;-0.83;40.61
29713;7;-0.70;40.59
29714;7;-0.64;40.59
29716;6;-0.48;40.59
29717;4;-0.47;40.59
29718;7;-0.26;40.59
29719;7;-0.24;40.59
29721;7;0.00;40.59
29722;7;0.02;40.59
29723;4;0.14;40.59
29724;14;0.19;40.59
29725;4;0.21;40.59
29726;4;-1.41;40.64
29727;20;-4.22;40.61
29728;5;-3.60;40.61
29729;11;-2.28;40.61
29730;12;-6.57;40.60
29731;17;-4.01;40.60
29732;5;-3.66;40.59
29733;4;-6.42;40.74
29734;7;-5.94;40.60
29735;5;-3.30;40.59
29738;4;-2.72;40.59
29739;4;-2.16;40.59
29740;7;-0.72;40.62
29741;4;-0.30;40.59
29742;7;-5.14;40.58
29743;10;-5.06;40.60
29744;17;-4.41;40.58
29745;12;-4.25;40.58
29747;14;-3.56;40.58
29748;9;-3.26;40.58
29750;3;-2.41;40.58
29751;4;-2.29;40.58
29752;8;-1.06;40.59
29753;4;0.51;40.58
29754;11;-6.52;40.58
29755;16;-6.38;40.58
29756;7;-6.29;40.58
29757;14;-6.00;40.58
29759;14;-5.91;40.58
29760;3;-5.78;40.58
29761;3;-5.21;40.58
29762;12;-5.18;40.58
29763;10;-5.11;40.58
29764;8;-5.10;40.58
29765;3;-5.08;40.58
29766;22;-4.74;40.58
29767;17;-4.71;40.58
29768;7;-4.45;40.58
29769;12;-4.44;40.58
29770;17;-4.31;40.58
29771;4;-4.23;40.58
29772;24;-4.19;40.58
29773;18;-4.18;40.58
29774;21;-4.17;40.58
29775;24;-4.11;40.58
29776;17;-4.05;40.58
29777;9;-4.04;40.58
29778;17;-4.03;40.58
29779;12;-3.98;40.58
29780;11;-3.83;40.58
29781;10;-3.60;40.58
29782;14;-3.49;40.58
29783;15;-3.29;40.58
29784;13;-3.28;40.58
29785;3;-3.17;40.58
29786;12;-2.77;40.58
29787;8;-2.76;40.58
29788;8;-2.73;40.58
29789;11;-2.65;40.58
29790;3;-2.63;40.58
29791;4;-2.46;40.58
29792;7;-2.39;40.58
29793;7;-2.33;40.58
29794;11;-2.25;40.58
29795;11;-2.20;40.58
29796;4;-2.05;40.58
29797;6;-2.02;40.58
29799;6;-2.00;40.58
29801;3;-1.76;40.58
29802;3;-1.44;40.58
29803;3;-0.84;40.58
29804;7;-0.80;40.58
29805;2;-0.54;40.58
29806;5;-0.53;40.58
29807;6;-0.49;40.58
29808;6;-0.47;40.58
29811;7;0.01;40.58
29812;3;0.02;40.58
29813;11;0.14;40.58
29814;4;0.15;40.58
29815;12;0.19;40.58
29816;14;0.20;40.58
29817;4;0.31;40.58
29818;4;-1.55;40.62
29819;11;0.54;40.62
29820;2;-2.07;40.59
29821;20;-4.76;40.58
29822;8;-6.61;40.58
29823;10;-5.97;40.59
29824;15;-3.41;40.61
29826;4;-0.34;40.58
29827;3;-0.15;40.58
29828;17;0.17;40.58
29829;3;-6.07;40.70
29830;4;-6.06;40.57
29831;19;-5.97;40.57
29832;5;-5.58;40.61
29833;3;-5.31;40.57
29834;3;-5.25;40.57
29835;14;-4.37;40.58
29836;4;-3.97;40.57
29837;9;-3.75;40.58
29838;12;-3.67;40.58
29839;20;-3.33;40.60
29840;18;-3.36;40.57
29841;4;-2.78;40.57
29842;2;-2.31;40.58
29844;7;-0.73;40.57
29845;4;-0.61;40.58
29846;7;-0.03;40.57
29847;4;-6.84;40.57
29848;4;-6.82;40.57
29849;4;-6.63;40.57
29850;8;-6.43;40.57
29851;7;-6.41;40.57
29852;20;-6.34;40.57
29853;7;-5.92;40.57
29854;6;-5.57;40.57
29855;11;-5.56;40.57
29856;6;-5.54;40.57
29857;3;-5.33;40.57
29858;8;-5.26;40.57
29859;9;-5.13;40.57
29860;8;-5.11;40.57
29861;10;-5.10;40.57
29863;20;-4.74;40.57
29864;8;-4.70;40.58
29865;5;-4.64;40.57
29866;13;-4.61;40.59
29867;11;-4.58;40.58
29868;3;-4.53;40.57
29869;12;-4.45;40.57
29870;7;-4.42;40.57
29871;17;-4.02;40.57
29872;14;-3.94;40.57
29873;16;-3.81;40.57
29874;14;-3.80;40.57
29875;5;-3.70;40.57
29876;5;-3.55;40.57
29877;14;-3.52;40.57
29878;5;-3.51;40.57
29879;16;-3.51;40.61
29880;20;-3.45;40.57
29881;10;-3.42;40.57
29882;13;-3.29;40.57
29883;9;-3.28;40.57
29884;9;-3.24;40.57
29886;4;-2.44;40.57
29887;2;-2.40;40.57
29889;7;-2.36;40.57
29890;9;-2.33;40.57
29891;4;-2.31;40.57
29892;6;-2.05;40.57
29893;4;-1.99;40.57
29895;3;-1.42;40.57
29897;3;-0.75;40.57
29898;2;-0.49;40.57
29899;4;-0.44;40.57
29900;7;-0.24;40.57
29901;4;0.02;40.57
29902;4;0.32;40.57
29903;7;-1.47;40.60
29904;3;-1.19;40.59
29905;8;-1.23;40.59
29906;2;-1.94;40.58
29907;15;-6.22;40.59
29908;12;-5.02;40.57
29909;9;-5.00;40.57
29910;10;-4.50;40.59
29912;7;-6.52;40.57
29913;10;-5.24;40.59
29914;12;-3.63;40.60
29915;12;-3.59;40.57
29916;7;-2.63;40.57
29917;4;-2.09;40.57
29919;19;-6.38;40.57
29920;8;-5.62;40.57
29922;9;-4.89;40.57
29923;15;-4.78;40.57
29924;13;-4.55;40.57
29925;3;-4.49;40.57
29926;14;-4.43;40.58
29927;19;-4.40;40.57
29928;17;-4.30;40.62
29930;17;-4.24;40.57
29931;19;-4.10;40.58
29932;5;-3.64;40.57
29934;15;-2.77;40.57
29935;7;-1.95;40.57
29938;2;-0.52;40.57
29939;4;-6.83;40.56
29940;8;-6.82;40.56
29941;7;-6.47;40.56
29942;11;-6.43;40.56
29943;7;-6.19;40.56
29944;10;-6.17;40.56
29945;7;-6.14;40.56
29946;14;-6.02;40.56
29947;9;-5.95;40.56
29948;7;-5.90;40.56
29949;3;-5.62;40.56
29950;6;-5.56;40.56
29951;3;-5.32;40.56
29952;8;-5.31;40.56
29953;12;-5.24;40.56
29954;3;-5.23;40.56
29955;11;-5.13;40.56
29956;17;-4.69;40.56
29957;11;-4.54;40.56
29958;8;-4.52;40.56
29959;17;-4.37;40.57
29960;17;-4.32;40.56
29961;17;-4.30;40.56
29962;20;-4.29;40.56
29963;21;-4.20;40.57
29964;16;-4.18;40.56
29965;24;-4.16;40.56
29966;24;-4.13;40.56
29969;11;-3.86;40.56
29970;14;-3.73;40.56
29971;16;-3.72;40.56
29973;12;-3.70;40.56
29974;10;-3.67;40.56
29975;16;-3.55;40.56
29976;5;-3.49;40.56
29977;13;-3.42;40.56
29978;23;-3.39;40.56
29979;5;-3.37;40.56
29980;15;-3.35;40.56
29981;15;-3.33;40.56
29982;10;-3.32;40.56
29983;4;-3.26;40.56
29984;7;-3.13;40.56
29985;7;-2.89;40.56
29986;7;-2.78;40.56
29989;3;-2.64;40.56
29990;7;-2.40;40.56
29991;4;-2.32;40.56
29992;7;-2.24;40.56
29993;11;-2.21;40.56
29994;4;-2.16;40.56
29996;3;-1.76;40.56
29998;4;-1.48;40.56
30000;6;-0.86;40.56
30001;3;-0.64;40.56
30002;4;-0.60;40.56
30003;6;-0.48;40.56
30004;4;-0.42;40.56
30005;4;-0.37;40.56
30007;7;-0.25;40.56
30008;3;-0.15;40.56
30010;4;0.03;40.56
30011;11;0.13;40.56
30012;11;0.16;40.56
30013;7;0.61;40.56
30014;5;-1.29;40.59
30015;12;-4.83;40.60
30016;3;-1.65;40.62
30017;8;-6.79;40.61
30018;7;-1.74;40.58
30019;7;0.09;40.59
30020;19;-4.69;40.57
30021;17;-4.66;40.57
30022;7;-6.45;40.56
30023;11;-6.08;40.56
30024;10;-5.87;40.58
30025;9;-3.96;40.56
30026;4;0.36;40.56
30027;4;-6.69;40.56
30028;11;-6.05;40.58
30029;7;-5.94;40.56
30030;13;-5.92;40.56
30031;5;-5.69;40.56
30033;8;-5.06;40.57
30034;17;-4.79;40.56
30035;22;-4.75;40.56
30036;11;-4.63;40.56
30037;7;-4.44;40.56
30039;9;-3.92;40.56
30040;5;-3.34;40.56
30042;2;-2.36;40.57
30043;4;-0.31;40.56
30045;5;-0.24;40.56
30046;7;-0.19;40.64
30047;13;-6.70;40.55
30048;7;-6.65;40.55
30049;10;-6.43;40.55
30050;5;-6.21;40.55
30051;5;-6.19;40.55
30052;7;-6.18;40.55
30053;10;-6.01;40.55
30054;5;-5.63;40.55
30055;6;-5.51;40.55
30056;3;-5.24;40.55
30057;12;-5.17;40.55
30058;14;-5.10;40.55
30059;10;-5.08;40.55
30060;5;-4.95;40.59
30062;5;-4.89;40.55
30063;15;-4.82;40.55
30064;13;-4.60;40.56
30065;18;-4.54;40.55
30066;8;-4.50;40.55
30067;12;-4.43;40.55
30068;7;-4.41;40.55
30069;15;-4.30;40.55
30070;24;-4.27;40.55
30071;19;-4.19;40.55
30072;16;-4.14;40.55
30073;21;-4.12;40.55
30074;14;-3.94;40.55
30075;4;-3.81;40.55
30076;9;-3.72;40.55
30077;5;-3.55;40.55
30078;23;-3.37;40.55
30079;13;-3.35;40.55
30083;7;-2.75;40.56
30084;3;-2.59;40.57
30086;4;-2.24;40.55
30087;3;-2.06;40.55
30088;6;-2.03;40.55
30089;11;-1.94;40.55
30090;3;-1.82;40.55
30091;3;-1.44;40.55
30093;2;-0.48;40.55
30095;3;-0.25;40.55
30096;4;0.01;40.55
30098;4;0.04;40.55
30099;4;0.07;40.55
30100;7;0.10;40.55
30102;4;0.29;40.55
30103;4;0.39;40.55
30104;4;0.49;40.56
30105;7;0.63;40.55
30106;13;-6.70;40.59
30107;16;-6.30;40.58
30108;9;-0.69;40.57
30109;12;-4.04;40.56
30110;14;-3.57;40.56
30111;12;0.20;40.56
30112;10;-5.96;40.55
30113;14;-3.98;40.55
30114;20;-3.53;40.55
30115;18;-3.40;40.55
30116;7;-2.07;40.55
30117;7;-0.74;40.55
30118;7;-0.67;40.55
30119;6;-6.16;40.55
30120;11;-5.91;40.55
30121;3;-5.76;40.55
30122;3;-5.30;40.55
30123;14;-5.26;40.55
30124;12;-5.25;40.55
30125;14;-5.19;40.56
30126;11;-4.57;40.55
30127;24;-4.21;40.55
30128;12;-4.10;40.55
30130;8;-3.30;40.55
30131;7;-2.38;40.55
30132;4;-1.73;40.55
30133;11;-0.13;40.55
30134;8;-6.76;40.54
30135;7;-6.50;40.54
30136;13;-6.48;40.54
30137;14;-6.41;40.55
30138;7;-6.24;40.54
30139;15;-6.22;40.54
30140;10;-6.20;40.55
30141;10;-6.18;40.54
30142;11;-6.12;40.54
30143;11;-6.05;40.54
30144;7;-6.03;40.54
30145;19;-5.99;40.54
30146;19;-5.95;40.54
30147;11;-5.94;40.54
30148;7;-5.71;40.54
30149;13;-5.49;40.54
30150;14;-5.24;40.54
30151;12;-5.23;40.54
30152;14;-5.13;40.54
30153;3;-5.08;40.54
30154;3;-5.04;40.54
30155;3;-5.01;40.54
30156;2;-4.95;40.54
30158;8;-4.79;40.54
30159;3;-4.73;40.54
30160;12;-4.47;40.54
30161;14;-4.37;40.54
30162;17;-4.31;40.54
30163;19;-4.23;40.54
30164;19;-4.21;40.54
30165;23;-4.17;40.54
30166;16;-4.12;40.54
30168;12;-4.06;40.54
30169;4;-3.83;40.54
30170;14;-3.77;40.54
30171;5;-3.46;40.54
30173;3;-3.21;40.54
30174;7;-3.13;40.54
30175;11;-2.79;40.54
30176;7;-2.78;40.54
30178;7;-2.71;40.54
30179;3;-2.36;40.54
30180;2;-1.90;40.54
30181;3;-1.80;40.54
30183;9;-0.74;40.54
30184;9;-0.65;40.55
30185;4;-0.63;40.54
30186;4;-0.48;40.54
30188;9;-0.45;40.54
30191;4;0.03;40.54
30192;11;0.15;40.54
30193;7;-5.77;40.58
30194;8;-2.82;40.58
30195;13;0.13;40.56
30196;23;-6.36;40.55
30197;20;-6.32;40.55
30198;11;-5.82;40.55
30199;14;0.18;40.55
30200;11;-6.48;40.55
30201;13;-6.43;40.54
30202;27;-6.39;40.54
30203;10;-6.25;40.55
30204;3;-6.14;40.55
30205;3;-5.16;40.54
30206;8;-4.48;40.54
30207;16;-3.80;40.54
30208;5;-3.60;40.54
30209;2;-1.93;40.54
30210;3;-0.94;40.54
30211;6;-0.39;40.58
30212;12;0.25;40.56
30213;18;-6.40;40.54
30214;7;-6.30;40.54
30215;19;-6.19;40.54
30216;5;-5.66;40.58
30217;3;-4.87;40.54
30218;16;-4.54;40.54
30219;9;-3.94;40.54
30220;18;-3.37;40.54
30221;8;-3.34;40.54
30222;3;-3.14;40.56
30224;4;-2.87;40.58
30225;6;-2.74;40.55
30226;4;-0.41;40.54
30227;16;-6.50;40.53
30228;18;-6.46;40.53
30229;16;-6.41;40.53
30230;10;-6.38;40.53
30231;27;-6.37;40.53
30232;5;-6.23;40.53
30233;9;-6.20;40.53
30234;15;-6.17;40.53
30235;11;-6.09;40.53
30236;10;-5.95;40.53
30238;3;-5.11;40.53
30239;8;-4.76;40.53
30240;3;-4.75;40.53
30241;3;-4.56;40.53
30242;14;-4.33;40.56
30243;12;-4.34;40.53
30244;15;-4.32;40.53
30245;24;-4.25;40.53
30246;11;-4.22;40.53
30247;16;-4.15;40.53
30249;9;-3.73;40.53
30250;20;-3.51;40.53
30252;3;-3.13;40.53
30254;7;-2.77;40.53
30255;11;-2.76;40.53
30256;9;-2.73;40.53
30258;4;-2.38;40.53
30259;4;-2.27;40.53
30260;7;-2.08;40.53
30261;11;-2.05;40.53
30262;4;-2.03;40.53
30263;2;-1.89;40.53
30264;3;-1.68;40.53
30265;2;-0.86;40.53
30266;9;-0.73;40.53
30267;9;-0.67;40.53
30268;6;-0.63;40.53
30269;2;-0.62;40.53
30270;9;-0.47;40.53
30272;9;-0.42;40.53
30273;4;-0.36;40.54
30275;9;-0.25;40.53
30276;3;-0.24;40.53
30279;7;0.13;40.53
30280;8;-5.70;40.57
30282;4;-0.82;40.57
30283;14;-4.44;40.55
30284;6;-2.22;40.58
30285;11;0.08;40.54
30286;9;-4.06;40.54
30287;4;-2.69;40.54
30288;7;-1.83;40.54
30289;16;-4.61;40.53
30290;4;-3.96;40.53
30293;4;-6.01;40.55
30294;9;-5.98;40.55
30296;3;-5.37;40.53
30297;14;-5.25;40.53
30298;3;-4.66;40.53
30299;21;-4.15;40.54
30300;9;-3.98;40.53
30301;9;-3.90;40.53
30302;16;-3.75;40.55
30304;8;-3.28;40.54
30305;6;-0.74;40.53
30306;7;-0.70;40.53
30307;4;-0.65;40.53
30308;7;-0.26;40.53
30309;4;0.38;40.53
30310;7;-6.52;40.52
30311;19;-6.41;40.52
30312;20;-6.40;40.52
30313;10;-6.39;40.52
30314;14;-6.35;40.52
30315;14;-6.24;40.52
30316;10;-6.19;40.52
30317;9;-6.16;40.52
30318;10;-6.12;40.52
30319;11;-6.10;40.52
30320;11;-6.03;40.52
30321;10;-5.97;40.52
30322;21;-5.96;40.52
30324;13;-5.89;40.52
30325;11;-5.88;40.52
30326;12;-5.69;40.52
30327;3;-5.40;40.52
30329;7;-5.19;40.52
30330;3;-5.17;40.52
30332;3;-4.69;40.52
30333;11;-4.60;40.52
30334;3;-4.57;40.52
30335;16;-4.55;40.52
30336;3;-4.54;40.52
30337;8;-4.49;40.52
30338;10;-4.47;40.53
30339;24;-4.23;40.52
30340;19;-4.22;40.52
30341;19;-4.19;40.53
30342;12;-4.12;40.52
30344;9;-3.80;40.52
30346;14;-3.77;40.52
30347;5;-3.73;40.52
30348;5;-3.41;40.52
30349;8;-3.33;40.52
30350;3;-3.29;40.52
30351;3;-3.24;40.52
30352;4;-2.79;40.52
30353;11;-2.78;40.52
30354;7;-2.75;40.52
30355;11;-2.71;40.52
30357;11;-1.94;40.52
30358;4;-1.75;40.52
30360;9;-0.68;40.52
30361;7;-0.67;40.52
30362;3;-0.32;40.52
30363;3;-0.25;40.52
30364;4;0.02;40.52
30365;8;0.04;40.52
30366;12;0.12;40.52
30367;14;0.13;40.52
30368;4;-1.79;40.60
30369;7;-1.91;40.57
30370;25;-3.48;40.54
30371;4;-5.81;40.52
30372;12;-5.27;40.53
30374;6;-4.81;40.53
30375;19;-4.24;40.52
30376;23;-3.44;40.54
30378;18;-6.49;40.52
30379;6;-6.14;40.52
30380;13;-5.93;40.52
30383;17;-4.08;40.53
30384;12;-3.71;40.52
30385;16;-3.38;40.52
30387;13;-2.77;40.52
30388;6;-2.75;40.52
30389;6;-2.04;40.52
30390;7;-1.93;40.52
30393;9;-0.36;40.52
30394;10;0.15;40.52
30395;9;0.18;40.52
30396;7;-6.71;40.51
30397;11;-6.60;40.51
30398;7;-6.59;40.51
30399;7;-6.53;40.51
30400;9;-6.48;40.51
30401;7;-6.44;40.51
30402;18;-6.38;40.52
30403;7;-6.29;40.51
30404;14;-6.28;40.51
30405;15;-6.16;40.51
30406;13;-5.96;40.51
30407;11;-5.95;40.51
30409;16;-5.89;40.51
30410;7;-5.87;40.54
30411;3;-5.69;40.51
30413;3;-5.65;40.51
30414;5;-4.88;40.51
30415;6;-4.87;40.51
30416;11;-4.63;40.51
30417;3;-4.59;40.51
30418;18;-4.57;40.51
30419;11;-4.53;40.51
30420;8;-4.48;40.51
30422;14;-4.39;40.51
30423;21;-4.34;40.51
30424;26;-4.26;40.53
30425;17;-4.16;40.51
30426;19;-4.15;40.51
30427;19;-4.06;40.51
30429;9;-3.77;40.51
30430;14;-3.75;40.51
30431;9;-3.74;40.51
30432;5;-3.60;40.51
30433;5;-3.49;40.51
30434;8;-3.34;40.51
30435;3;-3.16;40.51
30437;11;-2.72;40.51
30438;4;-2.69;40.51
30439;4;-2.66;40.51
30443;4;-2.21;40.51
30444;2;-2.20;40.51
30445;3;-1.82;40.51
30446;4;-1.59;40.51
30447;4;-0.72;40.52
30448;6;-0.68;40.51
30449;7;-0.32;40.51
30450;7;-0.17;40.51
30451;7;-0.10;40.51
30452;7;-0.02;40.51
30453;4;0.00;40.51
30454;7;0.01;40.51
30455;3;0.02;40.51
30457;12;0.07;40.51
30458;8;0.09;40.51
30460;10;0.12;40.51
30462;8;0.14;40.51
30464;10;-4.51;40.53
30465;9;-3.11;40.52
30466;7;-6.62;40.53
30467;5;-3.69;40.53
30468;14;-3.99;40.51
30470;11;-6.64;40.51
30471;19;-6.09;40.51
30472;3;-5.28;40.51
30473;8;-4.78;40.51
30474;3;-4.74;40.51
30475;18;-4.61;40.51
30476;17;-4.36;40.52
30477;12;-4.03;40.51
30478;14;-3.95;40.51
30479;4;-2.18;40.51
30480;3;-0.95;40.51
30481;3;-0.22;40.51
30482;7;-6.60;40.51
30483;3;-6.21;40.51
30484;10;-6.20;40.51
30486;10;-6.18;40.51
30487;6;-6.16;40.51
30488;15;-6.15;40.51
30489;19;-6.14;40.51
30490;7;-6.10;40.51
30491;11;-6.05;40.51
30492;16;-5.90;40.51
30493;14;-5.89;40.51
30494;13;-5.86;40.51
30495;14;-5.27;40.51
30496;3;-5.25;40.51
30497;7;-5.17;40.51
30499;6;-4.88;40.51
30500;6;-4.86;40.51
30501;6;-4.79;40.51
30502;11;-4.57;40.51
30503;18;-4.55;40.51
30504;11;-4.50;40.51
30505;14;-4.47;40.51
30506;7;-4.38;40.51
30507;15;-4.36;40.51
30508;19;-4.33;40.51
30510;19;-4.16;40.51
30511;12;-4.15;40.51
30512;17;-4.06;40.51
30513;19;-4.05;40.51
30514;14;-3.77;40.51
30515;9;-3.75;40.51
30516;12;-3.72;40.51
30517;10;-3.71;40.51
30518;5;-3.64;40.51
30519;5;-3.61;40.51
30520;23;-3.49;40.51
30521;5;-3.47;40.51
30522;21;-3.46;40.51
30523;16;-3.40;40.51
30524;16;-3.37;40.51
30525;3;-3.32;40.51
30527;4;-2.84;40.51
30528;10;-2.77;40.51
30529;8;-2.76;40.51
30530;4;-2.75;40.51
30531;4;-2.67;40.51
30532;4;-2.20;40.51
30533;7;-2.05;40.51
30534;7;-1.91;40.51
30535;3;-1.80;40.51
30536;4;-1.75;40.51
30537;4;-1.69;40.51
30538;7;-1.59;40.51
30539;3;-1.55;40.51
30542;7;-0.49;40.51
30544;7;-0.07;40.51
30545;4;-0.02;40.51
30546;3;0.01;40.51
30547;4;0.08;40.51
30548;11;0.09;40.51
30549;3;-1.51;40.53
30550;3;-0.89;40.52
30551;5;-4.76;40.51
30552;16;-3.80;40.51
30553;7;-0.93;40.52
30554;9;-6.70;40.54
30555;16;-6.51;40.51
30556;12;-5.70;40.51
30557;18;-4.64;40.51
30558;17;-4.02;40.52
30559;10;-3.72;40.51
30560;21;-3.41;40.51
30561;3;-2.47;40.53
30562;7;-1.56;40.51
30563;18;-6.47;40.50
30564;11;-5.93;40.50
30565;16;-5.87;40.50
30567;7;-5.13;40.51
30568;3;-5.04;40.50
30569;3;-5.01;40.50
30571;16;-4.63;40.50
30574;5;-3.44;40.50
30577;4;-2.34;40.52
30578;11;-2.03;40.50
30579;11;-1.94;40.50
30580;3;-0.92;40.50
30581;4;0.15;40.50
30582;7;-6.69;40.50
30583;12;-6.51;40.50
30584;18;-6.50;40.50
30585;7;-6.38;40.50
30586;7;-6.32;40.50
30587;10;-6.21;40.50
30588;14;-6.20;40.50
30589;4;-6.18;40.50
30590;9;-6.16;40.50
30591;19;-6.07;40.50
30592;9;-6.06;40.50
30593;11;-6.00;40.51
30594;11;-5.96;40.50
30595;14;-5.90;40.50
30596;10;-5.89;40.50
30597;14;-5.88;40.50
30598;13;-5.84;40.50
30599;3;-5.61;40.50
30600;13;-5.55;40.50
30601;3;-5.16;40.50
30603;6;-4.78;40.50
30604;3;-4.69;40.50
30605;5;-4.70;40.52
30606;20;-4.62;40.50
30607;11;-4.55;40.50
30608;11;-4.53;40.50
30609;13;-4.34;40.50
30610;12;-4.13;40.50
30612;12;-4.04;40.50
30613;7;-4.02;40.50
30614;16;-3.98;40.50
30616;9;-3.78;40.50
30617;12;-3.77;40.50
30618;5;-3.48;40.50
30619;23;-3.47;40.50
30620;5;-3.46;40.50
30625;6;-2.76;40.50
30626;4;-2.69;40.50
30630;7;-2.32;40.50
30631;7;-2.08;40.50
30632;7;-1.88;40.50
30633;3;-1.86;40.50
30634;3;-1.82;40.50
30637;4;-1.41;40.50
30638;7;-0.95;40.50
30639;3;-0.94;40.50
30640;2;-0.72;40.50
30641;3;-0.35;40.50
30642;9;-0.34;40.50
30643;7;-0.14;40.50
30644;11;0.13;40.50
30645;7;0.17;40.50
30646;13;-5.55;40.54
30647;17;-4.12;40.51
30648;11;-2.01;40.53
30649;7;-6.65;40.50
30650;5;-0.23;40.52
30651;15;-6.38;40.50
30652;13;-4.51;40.50
30653;4;-1.92;40.50
30655;11;-6.59;40.54
30656;20;-6.41;40.49
30658;14;-4.42;40.49
30659;15;-4.38;40.49
30660;16;-3.95;40.49
30661;14;-3.81;40.49
30663;7;-2.29;40.50
30664;3;-1.43;40.49
30665;11;-0.10;40.50
30666;7;-6.73;40.49
30667;7;-6.67;40.49
30668;7;-6.62;40.49
30669;14;-6.52;40.49
30670;3;-6.51;40.49
30671;16;-6.45;40.51
30672;7;-6.31;40.49
30673;16;-6.18;40.49
30674;10;-6.16;40.49
30675;11;-6.05;40.49
30676;10;-5.88;40.49
30677;3;-5.70;40.49
30678;13;-5.56;40.49
30679;6;-5.51;40.49
30681;20;-4.64;40.49
30682;11;-4.63;40.49
30683;22;-4.62;40.49
30685;21;-4.34;40.49
30686;19;-4.32;40.49
30687;11;-4.19;40.49
30689;7;-4.13;40.49
30691;12;-4.00;40.49
30692;14;-3.99;40.49
30694;9;-3.80;40.49
30696;7;-3.33;40.49
30697;3;-3.30;40.49
30700;4;-2.78;40.49
30701;8;-2.76;40.49
30702;4;-2.38;40.49
30703;4;-2.33;40.49
30704;2;-2.32;40.49
30705;7;-2.31;40.49
30706;3;-2.29;40.49
30708;11;-1.97;40.49
30709;7;-1.89;40.49
30711;3;-0.98;40.49
30712;7;-0.93;40.49
30713;3;-0.91;40.49
30714;2;-0.73;40.49
30716;7;-0.36;40.49
30718;3;-0.22;40.49
30719;3;-0.15;40.49
30720;11;-0.13;40.49
30721;4;-0.02;40.49
30722;3;0.10;40.49
30723;3;-2.94;40.52
30724;18;-3.51;40.51
30725;9;-3.84;40.54
30727;7;-0.41;40.51
30728;3;-5.20;40.50
30729;7;-3.19;40.55
30730;8;-2.68;40.53
30731;10;-5.91;40.49
30732;7;-4.74;40.49
30733;22;-4.57;40.49
30734;17;-4.16;40.49
30735;11;-3.28;40.51
30736;3;-3.14;40.49
30740;5;-4.89;40.48
30741;6;-4.80;40.48
30742;9;-4.76;40.48
30743;17;-4.50;40.48
30744;11;-4.29;40.48
30745;19;-4.27;40.48
30746;19;-4.08;40.48
30748;14;-3.96;40.48
30749;5;-3.76;40.49
30750;16;-3.46;40.48
30751;16;-3.41;40.48
30752;5;-3.06;40.52
30753;4;-2.82;40.48
30754;8;-2.79;40.50
30755;3;-2.52;40.48
30757;7;-2.46;40.50
30758;7;-2.42;40.48
30759;11;-6.64;40.48
30760;7;-6.55;40.48
30761;13;-6.53;40.48
30762;7;-6.34;40.48
30763;11;-6.31;40.48
30764;6;-6.22;40.48
30765;14;-6.19;40.48
30766;21;-6.15;40.48
30767;19;-6.10;40.48
30768;19;-6.08;40.48
30769;11;-6.07;40.48
30770;19;-6.06;40.48
30771;7;-6.05;40.48
30774;10;-5.94;40.48
30775;10;-5.87;40.48
30776;7;-5.19;40.48
30777;3;-5.00;40.48
30779;6;-4.82;40.48
30780;10;-4.78;40.48
30781;7;-4.76;40.48
30782;3;-4.69;40.48
30783;3;-4.66;40.48
30784;22;-4.64;40.48
30786;3;-4.55;40.48
30787;21;-4.51;40.48
30789;17;-4.37;40.48
30790;15;-4.36;40.48
30791;11;-4.21;40.48
30792;24;-4.19;40.48
30793;12;-4.17;40.48
30794;19;-4.05;40.48
30796;9;-3.99;40.48
30798;5;-3.82;40.48
30800;12;-3.78;40.48
30801;5;-3.61;40.48
30802;5;-3.52;40.48
30803;12;-3.35;40.48
30804;3;-3.33;40.48
30805;8;-3.25;40.49
30807;7;-2.89;40.48
30809;4;-2.76;40.48
30810;3;-2.45;40.48
30811;4;-2.34;40.48
30812;4;-2.32;40.48
30813;4;-2.26;40.48
30814;11;-1.99;40.48
30815;4;-1.72;40.48
30816;7;-1.61;40.48
30819;3;-1.00;40.48
30820;3;-0.97;40.48
30823;2;-0.64;40.48
30824;5;-0.63;40.48
30825;4;-0.03;40.48
30827;8;0.06;40.49
30828;4;-6.24;40.51
30829;2;-0.66;40.50
30830;14;-4.48;40.48
30831;12;-4.42;40.51
30832;9;-4.35;40.49
30833;24;-4.22;40.50
30834;6;-1.98;40.51
30835;4;-1.78;40.49
30836;3;-0.09;40.56
30837;3;-5.24;40.48
30838;17;-4.53;40.48
30839;4;-2.86;40.48
30842;16;-6.41;40.47
30843;4;-6.18;40.47
30844;11;-6.11;40.47
30845;20;-4.63;40.47
30846;20;-4.59;40.48
30847;14;-4.44;40.47
30848;17;-4.34;40.47
30849;21;-4.30;40.51
30850;19;-4.02;40.47
30851;17;-4.00;40.47
30852;2;-2.78;40.47
30854;11;-2.29;40.48
30855;7;-2.18;40.47
30857;9;-0.28;40.51
