fid;DN;Longitud;Latitud
30858;3;-0.26;40.48
30860;7;-6.66;40.47
30861;14;-6.47;40.47
30862;3;-6.38;40.47
30863;3;-6.34;40.47
30864;11;-6.32;40.47
30865;21;-6.13;40.47
30867;7;-6.01;40.47
30868;11;-6.00;40.47
30869;3;-5.71;40.47
30871;3;-5.45;40.47
30872;3;-5.31;40.47
30873;6;-5.20;40.47
30874;12;-5.19;40.47
30875;7;-5.16;40.47
30877;6;-4.78;40.47
30878;9;-4.76;40.47
30879;9;-4.73;40.48
30881;3;-4.62;40.47
30883;19;-4.51;40.47
30884;21;-4.50;40.47
30886;15;-4.37;40.47
30887;17;-4.36;40.47
30888;15;-4.32;40.47
30889;24;-4.28;40.47
30890;11;-4.27;40.47
30891;21;-4.24;40.47
30892;11;-4.19;40.47
30893;19;-4.18;40.47
30894;17;-4.17;40.47
30896;19;-4.11;40.47
30897;14;-3.99;40.47
30898;16;-3.97;40.47
30899;5;-3.80;40.47
30900;4;-3.35;40.47
30901;3;-3.04;40.47
30902;3;-3.01;40.47
30903;11;-2.84;40.47
30905;11;-2.80;40.47
30907;11;-2.75;40.47
30908;11;-2.72;40.47
30910;4;-2.16;40.47
30911;4;-2.13;40.47
30912;4;-2.08;40.47
30913;11;-2.03;40.47
30914;11;-1.96;40.47
30915;4;-1.76;40.47
30916;7;-1.63;40.47
30917;3;-1.51;40.47
30919;5;-0.68;40.47
30920;2;-0.63;40.47
30921;7;-0.37;40.47
30923;7;-0.25;40.47
30924;3;-0.24;40.47
30925;3;-0.22;40.47
30926;3;-0.17;40.47
30927;11;-0.11;40.47
30928;4;-0.02;40.47
30929;4;0.16;40.47
30930;7;0.19;40.47
30932;9;-5.09;40.50
30933;12;-5.12;40.51
30935;10;-6.10;40.49
30936;6;-4.87;40.48
30937;7;-5.72;40.49
30938;5;-5.03;40.50
30942;7;-6.64;40.46
30943;4;-6.24;40.46
30944;12;-6.15;40.47
30945;8;-4.83;40.49
30946;12;-4.80;40.46
30947;11;-4.55;40.47
30948;11;-4.30;40.46
30950;17;-4.05;40.48
30951;11;-2.88;40.46
30952;7;-2.77;40.46
30953;13;-2.76;40.46
30955;3;-0.98;40.46
30956;5;-0.72;40.47
30957;7;-6.67;40.46
30958;3;-6.58;40.46
30959;13;-6.56;40.46
30960;14;-6.46;40.46
30961;3;-6.40;40.46
30962;4;-6.35;40.46
30963;4;-6.26;40.46
30964;14;-6.22;40.46
30965;7;-6.16;40.46
30966;11;-6.14;40.46
30967;9;-6.12;40.46
30968;10;-6.10;40.46
30969;19;-6.06;40.46
30970;11;-6.01;40.46
30971;7;-5.96;40.46
30972;16;-5.93;40.46
30974;9;-5.70;40.46
30976;6;-5.58;40.46
30977;6;-5.56;40.46
30978;13;-5.51;40.46
30979;3;-5.39;40.46
30980;3;-5.35;40.46
30982;6;-5.21;40.46
30983;3;-5.06;40.46
30984;6;-4.83;40.46
30985;10;-4.78;40.46
30986;3;-4.72;40.46
30987;20;-4.64;40.46
30989;14;-4.51;40.46
30990;10;-4.48;40.46
30992;18;-4.37;40.46
30993;16;-4.36;40.46
30994;13;-4.35;40.46
30995;19;-4.31;40.46
30996;21;-4.28;40.46
30997;7;-4.25;40.46
30998;14;-4.11;40.46
30999;12;-4.04;40.46
31000;18;-4.00;40.46
31001;18;-3.96;40.46
31002;5;-3.87;40.46
31003;3;-3.34;40.46
31007;11;-2.73;40.46
31008;3;-2.67;40.46
31011;16;-2.26;40.46
31012;16;-2.19;40.46
31013;3;-1.82;40.46
31014;4;-1.81;40.46
31015;4;-1.77;40.46
31016;4;-1.65;40.46
31017;7;-1.62;40.46
31018;2;-1.60;40.46
31019;3;-1.49;40.46
31020;3;-1.40;40.46
31021;7;-1.39;40.46
31023;7;-0.38;40.46
31024;11;-0.04;40.46
31025;4;0.06;40.46
31026;7;0.17;40.46
31027;8;-5.39;40.57
31028;9;-5.17;40.50
31029;12;-6.70;40.49
31030;14;-5.89;40.47
31031;7;0.10;40.48
31032;11;-6.54;40.46
31033;7;-6.30;40.46
31034;11;-6.03;40.47
31035;7;-5.94;40.46
31036;7;-5.22;40.49
31037;12;-5.16;40.46
31038;3;-4.90;40.46
31039;6;-2.27;40.46
31040;7;-0.31;40.47
31041;16;-6.65;40.46
31042;7;-6.13;40.46
31043;10;-4.53;40.46
31044;21;-4.33;40.46
31045;21;-4.22;40.46
31046;14;-4.15;40.46
31047;9;-3.92;40.48
31048;5;-3.83;40.46
31049;4;-2.83;40.46
31050;7;-2.81;40.46
31051;7;-1.96;40.46
31052;7;-0.41;40.46
31054;16;-6.70;40.45
31055;20;-6.67;40.45
31056;17;-6.56;40.45
31057;15;-6.54;40.45
31058;14;-6.45;40.45
31059;11;-6.35;40.49
31061;10;-6.34;40.45
31062;10;-6.24;40.45
31063;4;-6.22;40.45
31064;10;-6.15;40.45
31065;9;-6.14;40.45
31066;10;-6.12;40.45
31067;10;-6.08;40.45
31068;10;-6.06;40.45
31069;10;-5.90;40.45
31070;4;-5.71;40.45
31071;11;-5.51;40.51
31072;13;-5.54;40.45
31073;6;-5.17;40.45
31075;3;-4.84;40.45
31077;3;-4.66;40.45
31078;12;-4.55;40.45
31079;8;-4.54;40.45
31080;16;-4.51;40.45
31081;7;-4.50;40.45
31082;14;-4.49;40.45
31084;21;-4.37;40.45
31086;19;-4.30;40.45
31087;24;-4.29;40.45
31088;12;-4.28;40.45
31089;21;-4.18;40.45
31090;14;-4.12;40.45
31091;5;-3.89;40.45
31092;8;-3.35;40.45
31094;3;-3.02;40.45
31095;7;-3.01;40.45
31096;7;-2.78;40.45
31097;13;-2.77;40.45
31098;9;-2.76;40.45
31100;4;-2.57;40.45
31103;4;-2.29;40.45
31104;13;-2.28;40.45
31105;4;-2.25;40.45
31107;4;-2.05;40.45
31108;2;-1.93;40.45
31109;7;-1.77;40.45
31110;7;-1.63;40.45
31111;3;-1.52;40.45
31113;3;-1.46;40.45
31114;3;-1.42;40.45
31115;7;-1.40;40.45
31117;7;-1.38;40.45
31118;7;-1.36;40.45
31120;7;-0.98;40.45
31121;7;-5.81;40.47
31122;3;-5.76;40.49
31123;12;-6.47;40.46
31124;12;-5.64;40.48
31125;7;-0.18;40.47
31126;7;-0.03;40.46
31127;8;0.00;40.46
31129;10;-6.26;40.47
31130;7;-6.04;40.52
31131;16;-4.40;40.45
31133;6;-2.20;40.45
31134;7;-0.07;40.46
31135;11;-0.02;40.45
31136;7;0.25;40.47
31137;15;-6.57;40.50
31138;14;-6.28;40.45
31139;21;-6.16;40.44
31140;7;-6.05;40.45
31141;11;-5.84;40.48
31142;9;-5.68;40.49
31143;3;-5.30;40.45
31148;4;-0.94;40.46
31149;11;-0.25;40.45
31150;3;-0.16;40.45
31151;4;0.07;40.44
31152;3;0.21;40.45
31154;4;0.40;40.45
31155;7;-6.71;40.44
31156;16;-6.64;40.44
31157;3;-6.45;40.44
31158;7;-6.40;40.44
31159;14;-6.34;40.44
31161;4;-6.25;40.44
31162;14;-6.24;40.44
31163;10;-6.22;40.44
31164;4;-6.21;40.44
31165;10;-6.18;40.44
31166;10;-6.14;40.44
31167;21;-6.13;40.44
31168;7;-6.12;40.44
31170;13;-5.96;40.44
31171;11;-5.89;40.44
31172;7;-5.86;40.44
31173;8;-5.61;40.50
31174;6;-5.19;40.44
31176;10;-4.48;40.44
31178;14;-4.09;40.44
31179;3;-3.32;40.44
31180;3;-3.29;40.44
31182;3;-3.01;40.44
31183;7;-2.83;40.44
31184;3;-2.70;40.44
31185;7;-2.69;40.44
31186;3;-2.67;40.44
31188;13;-2.25;40.44
31189;7;-2.08;40.44
31191;4;-2.01;40.44
31193;7;-1.72;40.44
31194;3;-1.53;40.44
31195;7;-1.52;40.44
31196;3;-1.45;40.44
31197;3;-1.37;40.45
31198;7;-0.43;40.44
31199;3;-0.28;40.44
31200;7;-0.22;40.44
31201;3;-0.21;40.44
31202;11;-0.12;40.44
31203;11;-0.09;40.44
31204;11;-0.04;40.44
31205;4;0.14;40.44
31206;3;0.19;40.44
31207;7;0.20;40.44
31208;4;-1.05;40.54
31209;11;0.02;40.48
31210;3;-4.63;40.45
31211;15;-4.59;40.45
31212;7;-4.19;40.45
31214;11;-6.09;40.45
31215;19;-6.07;40.44
31216;12;-4.64;40.44
31217;10;-4.44;40.45
31219;7;-2.70;40.46
31220;8;-2.31;40.45
31221;2;-1.64;40.44
31222;11;-6.01;40.44
31223;11;-5.96;40.45
31224;7;-4.66;40.44
31225;14;-4.55;40.44
31226;16;-4.52;40.44
31227;19;-4.38;40.44
31228;23;-4.25;40.44
31229;7;-2.79;40.44
31230;4;-2.03;40.44
31232;7;-1.02;40.47
31234;3;-0.05;40.44
31235;3;-6.56;40.43
31236;3;-6.48;40.43
31237;6;-6.35;40.43
31238;4;-6.34;40.43
31239;6;-6.32;40.44
31240;11;-6.28;40.43
31241;7;-6.24;40.43
31242;11;-6.22;40.43
31243;13;-6.21;40.43
31244;7;-6.09;40.43
31245;21;-6.08;40.43
31246;7;-5.92;40.44
31247;2;-5.07;40.44
31248;7;-4.68;40.43
31250;3;-4.60;40.43
31251;12;-4.57;40.43
31254;7;-4.27;40.43
31255;7;-4.23;40.43
31256;21;-4.18;40.43
31257;7;-4.17;40.43
31258;17;-4.08;40.43
31259;18;-3.98;40.43
31260;14;-3.96;40.43
31261;5;-3.83;40.44
31264;3;-3.11;40.43
31265;7;-2.88;40.43
31266;7;-2.85;40.43
31267;4;-2.84;40.43
31270;7;-2.20;40.43
31271;16;-2.18;40.43
31272;7;-2.14;40.43
31273;2;-1.96;40.43
31275;2;-1.82;40.43
31276;7;-1.78;40.43
31277;7;-1.76;40.43
31278;4;-1.63;40.43
31279;4;-1.61;40.43
31280;9;-1.45;40.43
31282;15;-0.25;40.43
31284;15;-0.09;40.43
31285;7;0.04;40.44
31286;4;0.10;40.43
31289;16;-6.19;40.45
31290;12;-4.21;40.44
31291;9;-2.45;40.44
31292;7;-1.53;40.46
31293;20;-6.51;40.43
31294;13;-4.31;40.44
31295;12;-3.16;40.43
31296;7;-0.37;40.43
31297;20;-6.64;40.43
31298;16;-6.62;40.43
31299;10;-6.29;40.43
31300;10;-6.16;40.43
31301;16;-6.14;40.43
31303;9;-4.81;40.43
31304;19;-4.06;40.43
31305;3;-2.73;40.43
31306;13;-2.24;40.43
31307;4;-1.93;40.44
31308;3;-1.51;40.43
31309;3;-1.42;40.43
31312;7;-6.65;40.42
31313;16;-6.46;40.43
31314;3;-6.44;40.42
31315;6;-6.34;40.42
31316;16;-6.32;40.42
31317;14;-6.31;40.42
31318;4;-6.28;40.42
31319;7;-6.21;40.42
31320;13;-6.20;40.42
31321;7;-5.90;40.42
31322;3;-5.76;40.42
31323;3;-5.36;40.42
31325;3;-4.86;40.43
31326;5;-4.81;40.42
31328;8;-4.56;40.42
31329;16;-4.41;40.42
31330;18;-4.28;40.42
31333;14;-4.15;40.42
31335;10;-3.93;40.42
31336;5;-3.91;40.42
31337;3;-3.33;40.42
31339;6;-2.78;40.43
31340;3;-2.70;40.42
31342;11;-2.31;40.42
31343;7;-1.71;40.42
31345;7;-1.58;40.42
31346;3;-1.57;40.42
31347;9;-1.56;40.42
31348;7;-1.52;40.42
31349;3;-1.49;40.42
31350;7;-1.01;40.42
31351;7;-0.41;40.42
31352;7;-0.38;40.42
31353;7;-0.31;40.42
31354;7;-0.29;40.42
31356;3;-0.20;40.42
31357;11;-0.17;40.43
31358;15;-0.12;40.42
31359;8;0.01;40.42
31361;8;0.16;40.42
31363;3;-0.75;40.45
31364;10;-5.19;40.43
31365;14;-4.25;40.44
31366;7;-6.27;40.42
31368;17;-5.96;40.42
31369;16;-5.92;40.42
31370;3;-4.67;40.43
31372;11;-0.21;40.43
31373;12;0.00;40.42
31374;10;-6.07;40.42
31375;7;-5.97;40.42
31376;7;-5.12;40.44
31378;3;-4.73;40.42
31379;12;-4.61;40.42
31380;14;-4.08;40.42
31381;11;-2.75;40.42
31382;7;-1.83;40.47
31383;3;-0.12;40.45
31384;3;-0.08;40.42
31385;15;-0.03;40.42
31386;7;-6.72;40.41
31387;9;-6.63;40.41
31388;7;-6.62;40.41
31390;20;-6.48;40.41
31391;6;-6.37;40.41
31392;13;-6.21;40.41
31393;11;-6.19;40.41
31394;13;-6.18;40.41
31395;14;-6.06;40.41
31396;7;-6.05;40.41
31397;7;-5.94;40.41
31398;7;-5.86;40.41
31399;7;-5.83;40.41
31400;7;-5.80;40.41
31401;3;-5.06;40.41
31402;3;-4.93;40.41
31403;3;-4.83;40.41
31404;7;-4.82;40.41
31405;3;-4.80;40.41
31406;8;-4.62;40.41
31409;4;-4.44;40.41
31411;13;-4.37;40.42
31412;21;-4.35;40.41
31413;21;-4.25;40.41
31414;17;-4.17;40.41
31415;5;-3.83;40.41
31418;3;-3.32;40.41
31424;7;-2.31;40.41
31425;4;-2.24;40.41
31427;15;-0.25;40.41
31429;3;-0.18;40.41
31430;11;-0.11;40.41
31433;16;-2.22;40.43
31434;2;-0.60;40.43
31435;16;-6.55;40.43
31436;4;-2.61;40.48
31437;4;-2.27;40.43
31438;10;-6.11;40.42
31439;12;-5.87;40.42
31440;21;-4.21;40.42
31441;5;-3.87;40.42
31442;5;-4.88;40.43
31443;14;-4.27;40.41
31445;4;-2.81;40.42
31446;7;-2.18;40.41
31447;4;-2.05;40.41
31448;4;0.03;40.42
31449;24;-6.51;40.41
31450;4;-6.32;40.41
31451;11;-6.26;40.42
31452;7;-6.22;40.41
31453;5;-4.64;40.41
31454;14;-4.11;40.41
31455;4;-3.35;40.41
31456;4;-2.85;40.41
31457;13;-2.77;40.42
31458;7;-2.27;40.41
31459;7;-2.25;40.41
31460;4;-2.19;40.41
31461;3;-2.16;40.41
31462;4;-2.01;40.41
31464;3;-1.54;40.41
31465;7;-1.51;40.41
31467;7;-0.30;40.41
31468;11;-0.19;40.41
31469;7;-6.64;40.41
31470;20;-6.63;40.41
31471;9;-6.42;40.41
31472;7;-6.41;40.41
31473;16;-6.34;40.41
31474;14;-6.29;40.41
31475;11;-6.21;40.41
31476;7;-6.20;40.41
31477;7;-6.01;40.41
31479;7;-5.96;40.41
31480;15;-5.95;40.41
31481;7;-5.88;40.41
31482;7;-5.84;40.41
31483;3;-5.10;40.41
31484;3;-5.04;40.41
31485;2;-4.93;40.41
31488;7;-4.68;40.41
31489;14;-4.62;40.41
31490;14;-4.53;40.41
31491;4;-4.38;40.41
31492;12;-4.25;40.41
31493;7;-4.22;40.41
31494;12;-4.21;40.41
31495;17;-4.06;40.41
31497;5;-3.85;40.41
31502;11;-3.11;40.41
31503;7;-2.76;40.41
31504;3;-2.75;40.41
31506;4;-2.60;40.41
31508;7;-1.74;40.41
31511;3;-0.11;40.41
31513;8;0.01;40.41
31516;4;-6.38;40.42
31517;4;-2.89;40.44
31518;13;-5.73;40.41
31519;16;-3.18;40.42
31520;3;-1.01;40.42
31521;3;-0.47;40.47
31522;14;-6.15;40.41
31523;21;-4.30;40.42
31524;3;-0.28;40.41
31525;11;-6.18;40.40
31526;11;-6.05;40.40
31527;15;-6.00;40.42
31528;20;-5.94;40.40
31529;7;-5.92;40.40
31530;8;-4.59;40.40
31531;14;-4.50;40.42
31532;16;-4.41;40.40
31533;19;-4.39;40.40
31534;10;-3.93;40.41
31535;3;-3.09;40.41
31536;3;-2.95;40.40
31537;11;-2.79;40.40
31538;7;-1.64;40.41
31539;3;-0.15;40.40
31540;11;-0.13;40.40
31541;11;-0.09;40.40
31544;7;-6.72;40.40
31545;9;-6.65;40.40
31546;20;-6.64;40.40
31547;9;-6.57;40.40
31548;24;-6.48;40.40
31550;10;-6.06;40.40
31551;17;-5.95;40.40
31552;7;-5.89;40.40
31553;9;-5.81;40.40
31554;5;-4.89;40.40
31555;3;-4.79;40.40
31556;3;-4.72;40.40
31557;8;-4.64;40.40
31558;10;-4.47;40.40
31559;7;-4.43;40.40
31560;4;-4.37;40.40
31561;18;-4.28;40.40
31562;7;-4.27;40.40
31563;21;-4.25;40.40
31564;12;-4.24;40.40
31566;7;-4.18;40.40
31568;4;-3.60;40.40
31570;12;-3.16;40.40
31571;11;-3.15;40.40
31572;7;-2.86;40.40
31573;11;-2.76;40.40
31575;4;-2.62;40.40
31576;3;-2.40;40.40
31577;18;-2.27;40.40
31578;4;-1.89;40.40
31579;7;-1.86;40.40
31580;7;-1.81;40.40
31581;7;-1.72;40.40
31583;7;-1.46;40.40
31584;13;-0.19;40.40
31585;3;-0.12;40.40
31586;15;-0.06;40.40
31588;4;-6.81;40.48
31589;20;-6.59;40.41
31590;16;-5.77;40.41
31591;9;-1.45;40.41
31592;5;-3.94;40.43
31593;11;-2.84;40.43
31594;7;-4.73;40.44
31595;7;-2.68;40.41
31596;7;-1.48;40.40
31597;3;-0.31;40.40
31598;11;-0.26;40.40
31600;19;-4.34;40.42
31601;25;-4.28;40.40
31602;5;-3.87;40.39
31603;4;-3.49;40.40
31604;11;-2.83;40.40
31605;3;-1.47;40.39
31606;7;-0.33;40.40
31607;11;-0.16;40.40
31608;20;-6.54;40.40
31609;16;-6.42;40.39
31610;9;-6.31;40.39
31611;16;-6.10;40.40
31612;17;-5.99;40.40
31613;15;-5.96;40.39
31614;3;-4.86;40.39
31615;9;-4.76;40.39
31616;3;-4.67;40.39
31617;16;-4.30;40.39
31618;4;-3.47;40.39
31620;4;-3.38;40.39
31621;11;-3.20;40.44
31622;3;-3.03;40.39
31623;7;-2.92;40.40
31624;3;-2.90;40.39
31626;16;-2.24;40.40
31627;4;-2.18;40.39
31628;3;-1.50;40.39
31629;4;-1.31;40.45
31631;3;-0.24;40.39
31632;11;-0.21;40.39
31634;12;-0.04;40.40
31636;7;-6.67;40.39
31638;24;-6.51;40.39
31639;11;-6.20;40.39
31640;10;-6.12;40.39
31641;4;-6.08;40.39
31642;11;-6.06;40.39
31643;15;-6.05;40.39
31645;7;-5.99;40.39
31646;7;-5.88;40.39
31647;9;-5.83;40.39
31648;3;-5.69;40.39
31650;5;-4.64;40.39
31651;14;-4.50;40.39
31653;11;-4.41;40.39
31654;16;-4.40;40.39
31655;19;-4.37;40.39
31657;4;-4.35;40.39
31658;16;-4.32;40.39
31661;3;-3.33;40.39
31663;11;-3.11;40.39
31664;7;-3.08;40.43
31665;3;-2.97;40.39
31666;7;-2.75;40.39
31667;3;-2.70;40.39
31668;4;-2.64;40.39
31670;7;-2.26;40.39
31671;13;-2.21;40.39
31672;4;-2.07;40.39
31673;4;-2.05;40.39
31674;4;-1.90;40.39
31675;7;-1.32;40.39
31677;4;-0.30;40.39
31678;3;-0.19;40.39
31679;11;-0.12;40.39
31680;11;-0.06;40.39
31683;7;-5.38;40.41
31685;12;-4.12;40.44
31686;3;-0.22;40.40
31687;12;-4.54;40.41
31688;21;-4.04;40.43
31689;7;-6.48;40.40
31690;7;-4.45;40.39
31691;9;-1.59;40.39
31692;14;-6.34;40.39
31693;16;-5.90;40.39
31694;12;-4.62;40.39
31695;12;-4.19;40.39
31696;3;-1.25;40.39
31697;4;-0.36;40.38
31698;20;-6.71;40.41
31699;20;-6.47;40.38
31701;14;-6.07;40.38
31702;9;-5.71;40.38
31703;9;-4.72;40.39
31704;14;-4.60;40.38
31705;10;-4.43;40.41
31706;11;-4.38;40.38
31707;18;-4.31;40.38
31708;21;-4.24;40.39
31709;21;-4.18;40.38
31710;14;-4.15;40.39
31711;14;-3.97;40.39
31713;4;-2.82;40.38
31714;4;-1.72;40.38
31715;2;-1.55;40.38
31716;3;-1.27;40.38
31717;11;-0.18;40.38
31718;13;-0.07;40.40
31719;7;-6.69;40.38
31720;24;-6.67;40.41
31721;9;-6.51;40.38
31722;24;-6.50;40.38
31723;20;-6.43;40.38
31724;11;-6.41;40.38
31725;6;-6.40;40.38
31727;4;-6.33;40.38
31729;9;-5.80;40.38
31730;3;-5.68;40.38
31731;3;-5.37;40.38
31732;3;-5.06;40.38
31733;2;-4.97;40.46
31734;3;-4.76;40.38
31735;6;-4.70;40.38
31736;7;-4.66;40.38
31737;14;-4.63;40.38
31738;14;-4.51;40.38
31739;12;-4.48;40.38
31740;10;-4.45;40.38
31741;16;-4.37;40.38
31743;11;-4.34;40.38
31744;4;-4.32;40.38
31745;14;-4.29;40.38
31747;12;-4.16;40.38
31749;5;-3.52;40.38
31751;15;-2.92;40.38
31756;3;-2.25;40.38
31757;7;-1.65;40.38
31758;7;-1.60;40.38
31759;7;-1.56;40.38
31760;3;-1.49;40.38
31761;3;-1.32;40.38
31763;7;-1.24;40.38
31765;4;-0.31;40.38
31766;7;-0.30;40.38
31768;11;-0.23;40.38
31771;7;-5.21;40.39
31772;13;-2.80;40.39
31773;3;-1.40;40.39
31775;7;-2.30;40.38
31777;4;-6.36;40.38
31778;11;-6.29;40.38
31779;10;-6.14;40.38
31780;14;-4.54;40.38
31781;7;-1.40;40.43
31783;7;-6.64;40.38
31784;11;-6.19;40.37
31785;10;-6.10;40.38
31786;7;-6.03;40.38
31787;20;-5.92;40.38
31788;5;-4.98;40.38
31789;12;-4.11;40.38
31790;4;-3.81;40.37
31791;9;-3.47;40.37
31793;12;-3.15;40.37
31794;8;-3.02;40.37
31796;8;-2.70;40.37
31797;3;-2.43;40.37
31801;16;-6.70;40.37
31802;24;-6.69;40.37
31803;7;-6.67;40.37
31804;7;-6.60;40.37
31805;20;-6.54;40.37
31806;11;-6.43;40.37
31807;10;-6.40;40.37
31808;14;-6.29;40.37
31809;14;-6.08;40.37
31810;10;-6.07;40.37
31811;11;-6.06;40.37
31812;15;-6.02;40.37
31813;17;-6.00;40.37
31814;15;-5.97;40.37
31815;7;-5.91;40.37
31816;5;-5.78;40.37
31817;16;-5.77;40.37
31818;13;-5.73;40.37
31819;7;-5.40;40.37
31820;3;-5.39;40.37
31821;3;-5.22;40.37
31823;3;-5.05;40.37
31824;3;-4.97;40.37
31826;3;-4.82;40.37
31827;5;-4.81;40.37
31828;3;-4.78;40.37
31829;14;-4.61;40.37
31830;3;-4.58;40.38
31831;12;-4.55;40.37
31832;17;-4.52;40.37
31833;12;-4.39;40.37
31834;12;-4.35;40.37
31835;14;-4.32;40.37
31836;19;-4.25;40.37
31837;7;-4.24;40.37
31838;9;-3.93;40.37
31839;5;-3.56;40.37
31841;11;-2.97;40.37
31842;3;-2.90;40.37
31843;15;-2.89;40.37
31845;4;-2.83;40.37
31846;8;-2.82;40.37
31847;11;-2.80;40.37
31848;8;-2.78;40.37
31849;4;-2.77;40.37
31851;7;-2.26;40.37
31852;6;-2.24;40.37
31853;7;-1.62;40.37
31854;7;-1.57;40.37
31855;9;-1.56;40.37
31858;3;-1.37;40.37
31859;4;-1.33;40.37
31861;3;-1.26;40.37
31862;7;-1.25;40.37
31865;4;-0.34;40.37
31866;3;-0.28;40.37
31867;11;-0.28;40.37
31869;11;-0.25;40.37
31870;11;-0.16;40.37
31871;13;-0.09;40.37
31875;12;-5.30;40.43
31876;20;-5.81;40.40
31878;16;-6.61;40.38
31879;14;-6.39;40.38
31880;3;-4.90;40.38
31881;16;-6.75;40.40
31882;14;-6.12;40.37
31883;5;-4.93;40.37
31884;16;-3.17;40.37
31885;8;-3.11;40.37
31887;11;-6.46;40.37
31888;20;-6.45;40.37
31889;4;-6.31;40.37
31890;16;-6.09;40.36
31891;12;-5.86;40.38
31892;2;-4.94;40.36
31893;18;-4.64;40.37
31894;8;-4.56;40.38
31896;5;-3.95;40.37
31897;4;-1.79;40.37
31898;7;-1.52;40.38
31899;16;-6.72;40.36
31900;20;-6.66;40.36
31901;16;-6.55;40.36
31902;9;-6.53;40.36
31903;20;-6.52;40.36
31904;9;-6.51;40.36
31905;7;-6.47;40.36
31906;4;-6.40;40.36
31907;6;-6.30;40.36
31908;4;-6.28;40.36
31909;10;-6.08;40.36
31910;7;-6.06;40.36
31911;15;-6.01;40.36
31913;15;-5.96;40.36
31914;20;-5.91;40.36
31915;9;-5.71;40.36
31917;3;-5.32;40.36
31918;3;-5.27;40.36
31919;3;-5.25;40.36
31920;10;-5.24;40.36
31921;15;-5.23;40.36
31922;13;-5.12;40.36
31923;3;-5.06;40.36
31924;3;-4.81;40.36
31925;14;-4.69;40.36
31926;16;-4.62;40.36
31927;14;-4.59;40.36
31928;7;-4.55;40.36
31930;7;-4.38;40.36
31931;7;-4.35;40.36
31933;7;-4.22;40.36
31934;17;-4.15;40.36
31935;16;-4.06;40.36
31936;9;-4.04;40.36
31939;4;-3.73;40.36
31940;3;-3.24;40.36
31941;8;-3.23;40.36
31943;12;-2.89;40.36
31944;6;-2.83;40.36
31945;2;-2.82;40.36
31946;8;-2.80;40.36
31948;8;-2.71;40.36
31952;4;-2.08;40.36
31953;9;-2.06;40.36
31954;4;-1.61;40.36
31955;7;-1.56;40.36
31956;2;-1.53;40.36
31957;4;-1.50;40.36
31958;7;-1.37;40.36
31959;7;-1.34;40.36
31960;3;-1.31;40.36
31962;3;-1.25;40.36
31964;2;-0.72;40.36
31965;4;-0.31;40.36
31966;7;-0.30;40.36
31967;5;-0.28;40.36
31968;11;-0.26;40.36
31969;3;-0.22;40.36
31970;11;-0.18;40.36
31972;3;-0.09;40.36
31973;13;-6.22;40.38
31974;7;-1.29;40.38
31976;13;-4.67;40.37
31978;9;-3.49;40.37
31979;11;-3.32;40.37
31980;7;-2.39;40.38
31981;14;-6.16;40.36
31982;12;-4.74;40.37
31983;17;-4.17;40.36
31984;4;-3.78;40.36
31986;15;-2.93;40.36
31987;9;-2.48;40.37
31989;7;-6.42;40.36
31990;4;-6.13;40.36
31991;15;-6.04;40.36
31992;7;-6.02;40.36
31993;9;-5.84;40.36
31994;3;-5.70;40.35
31995;5;-5.06;40.39
31996;16;-4.71;40.36
31997;16;-4.68;40.36
31998;18;-4.60;40.36
31999;7;-4.51;40.36
32001;5;-3.58;40.36
32003;6;-2.26;40.36
32004;4;-2.02;40.36
32005;7;-1.43;40.37
32008;5;-0.24;40.36
32009;11;-0.14;40.35
32010;13;-0.12;40.36
32014;11;-6.56;40.35
32015;11;-6.44;40.35
32016;22;-6.43;40.35
32017;13;-6.27;40.35
32018;14;-6.07;40.35
32019;11;-6.06;40.35
32020;17;-6.05;40.35
32021;20;-5.93;40.35
32022;9;-5.89;40.35
32023;20;-5.82;40.35
32024;16;-5.79;40.35
32025;13;-5.71;40.35
32026;11;-5.65;40.35
32027;5;-5.64;40.35
32028;11;-5.63;40.35
32029;6;-5.62;40.35
32030;12;-5.24;40.35
32031;3;-4.93;40.35
32032;7;-4.78;40.35
32033;4;-4.74;40.35
32034;14;-4.72;40.35
32035;7;-4.59;40.35
32036;7;-4.47;40.35
32037;7;-4.40;40.35
32038;12;-4.32;40.35
32039;12;-4.09;40.35
32040;16;-4.08;40.35
32042;4;-3.74;40.35
32043;3;-3.34;40.35
32047;8;-2.78;40.35
32048;9;-2.48;40.35
32050;2;-2.06;40.35
32051;7;-2.05;40.35
32053;4;-2.00;40.35
32054;7;-1.95;40.35
32055;4;-1.81;40.35
32056;7;-1.57;40.35
32057;3;-1.52;40.35
32060;4;-1.31;40.35
32062;2;-0.32;40.35
32063;5;-0.31;40.35
32064;3;-0.29;40.35
32066;3;-0.18;40.35
32067;13;-0.08;40.35
32069;10;0.04;40.35
32070;8;0.11;40.40
32071;12;0.05;40.37
32072;12;-3.19;40.36
32073;8;-2.85;40.36
32074;7;-4.28;40.36
32075;22;-4.04;40.36
32076;5;-1.54;40.35
32077;3;-0.77;40.36
32078;11;-6.64;40.35
32079;3;-5.77;40.36
32080;7;-5.37;40.36
32082;8;-3.37;40.36
32083;4;-2.11;40.35
32084;4;-0.35;40.35
32085;11;-6.67;40.35
32086;11;-6.52;40.35
32087;14;-6.40;40.35
32088;14;-6.30;40.35
32089;10;-6.09;40.35
32090;12;-5.85;40.34
